,name,year,selling_price,km_driven,fuel,transmission,owner
1892,Maruti 800 Std BSII,2006,90000,40000,Petrol,Manual,LabelEncoder()
1894,Tata Indica GLS BS IV,2008,65000,110000,Petrol,Manual,LabelEncoder()
1895,Hyundai Verna 1.6 CRDI,2012,312000,90000,Diesel,Manual,LabelEncoder()
1896,Maruti Vitara Brezza LDi,2018,700000,25000,Diesel,Manual,LabelEncoder()
1897,Hyundai Santro Xing XL eRLX Euro III,2005,150000,47000,Petrol,Manual,LabelEncoder()
1898,Renault Fluence 1.5,2013,450000,60000,Diesel,Manual,LabelEncoder()
1899,Hyundai Verna Transform CRDi VGT ABS,2010,229999,120000,Diesel,Manual,LabelEncoder()
1900,Maruti Swift Ldi BSIII,2008,111000,120000,Diesel,Manual,LabelEncoder()
1901,Maruti Swift Dzire VDi,2012,250000,140000,Diesel,Manual,LabelEncoder()
1902,Ford Freestyle Titanium Plus Diesel,2019,750000,1001,Diesel,Manual,LabelEncoder()
1903,Ford Figo 1.5P Titanium AT,2017,774000,1758,Petrol,Automatic,LabelEncoder()
1904,Ford Figo 1.5P Titanium AT,2018,711000,1452,Petrol,Automatic,LabelEncoder()
1905,Ford Figo 1.5D Titanium MT,2017,600000,35122,Diesel,Manual,LabelEncoder()
1906,Maruti Swift Dzire VDI,2015,455000,92621,Diesel,Manual,LabelEncoder()
1907,Datsun GO T Petrol,2015,225000,92198,Petrol,Manual,LabelEncoder()
1908,Maruti Swift Dzire VDI,2019,650000,5000,Diesel,Manual,LabelEncoder()
1909,Chevrolet Beat LT,2013,200000,50000,Petrol,Manual,LabelEncoder()
1910,Hyundai Creta 1.6 CRDi AT SX Plus,2016,875000,74000,Diesel,Automatic,LabelEncoder()
1911,Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,750000,40000,Diesel,Automatic,LabelEncoder()
1912,Maruti Swift Dzire AMT VDI,2019,725000,22000,Diesel,Automatic,LabelEncoder()
1913,Maruti Alto LXi,2007,100000,100000,Petrol,Manual,LabelEncoder()
1914,Tata Hexa XT,2019,1100000,40000,Diesel,Manual,LabelEncoder()
1915,Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000,Diesel,Automatic,LabelEncoder()
1916,Renault KWID RXT Optional,2016,280000,23000,Petrol,Manual,LabelEncoder()
1917,Tata Indica Vista Aqua TDI BSIII,2009,150000,30000,Diesel,Manual,LabelEncoder()
1918,Tata Manza Aura Safire,2010,200000,50000,Petrol,Manual,LabelEncoder()
1919,Maruti Ritz VDi,2010,148000,100000,Diesel,Manual,LabelEncoder()
1920,Maruti Swift Dzire VXi,2011,254999,70000,Petrol,Manual,LabelEncoder()
1921,Maruti Swift Dzire ZXI,2013,360000,60000,Petrol,Manual,LabelEncoder()
1922,Maruti Alto LX,2006,95000,90000,Petrol,Manual,LabelEncoder()
1923,Mahindra Bolero SLE BSIII,2007,185000,230000,Diesel,Manual,LabelEncoder()
1924,Tata Indica Vista Quadrajet VX,2012,185000,40000,Diesel,Manual,LabelEncoder()
1925,Renault KWID RXL,2019,300000,15000,Petrol,Manual,LabelEncoder()
1926,Hyundai Verna VTVT 1.6 SX,2018,800000,40000,Petrol,Manual,LabelEncoder()
1927,Maruti Zen LX,2000,60000,50000,Petrol,Manual,LabelEncoder()
1928,Fiat Punto 1.2 Active,2010,80000,50000,Petrol,Manual,LabelEncoder()
1929,Hyundai Xcent 1.2 VTVT S,2018,500000,8000,Petrol,Manual,LabelEncoder()
1930,Hyundai EON Era Plus,2013,250000,35000,Petrol,Manual,LabelEncoder()
1931,Tata New Safari DICOR 2.2 EX 4x2,2010,250000,80000,Diesel,Manual,LabelEncoder()
1932,Maruti Wagon R LXI BSIII,2005,125000,50000,Petrol,Manual,LabelEncoder()
1933,Maruti Alto LXi BSII,2002,100000,80000,Petrol,Manual,LabelEncoder()
1934,Mahindra Scorpio M2DI,2010,480000,90000,Diesel,Manual,LabelEncoder()
1935,Mahindra KUV 100 G80 K2,2018,320000,30000,Petrol,Manual,LabelEncoder()
1936,Maruti A-Star Vxi,2010,130000,70000,Petrol,Manual,LabelEncoder()
1937,Tata Indica DLS,2006,57000,80000,Diesel,Manual,LabelEncoder()
1938,Hyundai Santro GLS I - Euro I,2005,75000,60000,Petrol,Manual,LabelEncoder()
1939,Maruti 800 DX,2003,60000,35000,Petrol,Manual,LabelEncoder()
1940,Maruti Alto LXi BSIII,2008,125000,70000,Petrol,Manual,LabelEncoder()
1941,Honda City 1.5 EXI S,2004,105000,100000,Petrol,Manual,LabelEncoder()
1942,Maruti Wagon R LXI DUO BSIII,2008,125000,152000,LPG,Manual,LabelEncoder()
1943,Maruti Zen LXI,1998,69000,70000,Petrol,Manual,LabelEncoder()
1944,Tata Indigo LX,2012,130000,90000,Diesel,Manual,LabelEncoder()
1945,Maruti Baleno Zeta 1.2,2019,630000,40000,Petrol,Manual,LabelEncoder()
1946,Honda Amaze E i-VTEC,2016,330000,50000,Petrol,Manual,LabelEncoder()
1947,Maruti Wagon R VXI BS IV,2014,340000,15000,Petrol,Manual,LabelEncoder()
1948,Hyundai Santro Xing XG eRLX Euro III,2006,60000,120000,Petrol,Manual,LabelEncoder()
1949,Tata Safari Storme EX,2014,550000,78322,Diesel,Manual,LabelEncoder()
1950,Maruti Ertiga VDI,2014,480000,110000,Diesel,Manual,LabelEncoder()
1951,Hyundai Verna 1.6 SX CRDi (O),2013,315000,80000,Diesel,Manual,LabelEncoder()
1952,Ford Fiesta Titanium 1.5 TDCi,2012,165000,120000,Diesel,Manual,LabelEncoder()
1953,Chevrolet Beat LS,2016,170000,125000,Petrol,Manual,LabelEncoder()
1954,Maruti Baleno Delta 1.2,2018,550000,8000,Petrol,Manual,LabelEncoder()
1955,Volkswagen Ameo 1.2 MPI Trendline,2018,465000,13000,Petrol,Manual,LabelEncoder()
1956,Tata Indica Vista Quadrajet LX,2012,120000,80000,Diesel,Manual,LabelEncoder()
1957,Hyundai Verna 1.6 Xi ABS,2008,220000,54309,Petrol,Manual,LabelEncoder()
1958,Ford Figo Diesel LXI,2011,180000,70000,Diesel,Manual,LabelEncoder()
1959,Chevrolet Aveo 1.6 LT,2006,150000,34600,Petrol,Manual,LabelEncoder()
1960,Tata Zest Revotron 1.2T XMS,2016,520000,25000,Petrol,Manual,LabelEncoder()
1961,Tata Safari Storme EX,2013,430000,80000,Diesel,Manual,LabelEncoder()
1962,Mahindra Bolero DI DX 8 Seater,2009,300000,55000,Diesel,Manual,LabelEncoder()
1963,Hyundai Venue SX Opt Diesel,2020,1000000,5000,Diesel,Manual,LabelEncoder()
1964,Honda WR-V i-DTEC VX,2017,725000,30000,Diesel,Manual,LabelEncoder()
1965,Hyundai Verna 1.4 EX,2011,500000,31000,Diesel,Manual,LabelEncoder()
1966,Maruti Wagon R LXI BS IV,2011,250000,50000,Petrol,Manual,LabelEncoder()
1967,Maruti Swift Dzire VDI,2018,700000,38217,Diesel,Manual,LabelEncoder()
1968,Ford Figo Petrol ZXI,2011,185000,50000,Petrol,Manual,LabelEncoder()
1969,Maruti Ritz VDi,2011,200000,120000,Diesel,Manual,LabelEncoder()
1970,Mahindra Bolero DI,2004,315000,110000,Diesel,Manual,LabelEncoder()
1974,Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Manual,LabelEncoder()
1976,Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Manual,LabelEncoder()
1980,Hyundai i10 Sportz,2011,250000,50000,Petrol,Manual,LabelEncoder()
1982,Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Manual,LabelEncoder()
1989,Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Manual,LabelEncoder()
1991,Tata Manza Club Class Quadrajet90 LS,2014,200000,100000,Diesel,Manual,LabelEncoder()
1992,Maruti Swift Dzire VDI,2016,284000,40000,Diesel,Manual,LabelEncoder()
1993,Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Manual,LabelEncoder()
1994,Chevrolet Beat PS,2014,170000,77000,Petrol,Manual,LabelEncoder()
1995,Hyundai Accent Executive,2011,150000,60000,Petrol,Manual,LabelEncoder()
1996,Tata Manza Aura (ABS) Safire BS IV,2010,110000,77073,Petrol,Manual,LabelEncoder()
1997,Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,70000,Diesel,Manual,LabelEncoder()
1998,Hyundai i10 Magna LPG,2013,275000,90000,LPG,Manual,LabelEncoder()
1999,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000,186000,Diesel,Manual,LabelEncoder()
2000,Mahindra Scorpio M2DI,2014,550000,90000,Diesel,Manual,LabelEncoder()
2001,Maruti Alto LX BSIII,2007,125000,100000,Petrol,Manual,LabelEncoder()
2002,Chevrolet Beat LT,2010,135000,80000,Petrol,Manual,LabelEncoder()
2003,Mahindra Scorpio LX BSIV,2012,349000,150000,Diesel,Manual,LabelEncoder()
2004,Maruti Swift VDI BSIV,2014,458000,80000,Diesel,Manual,LabelEncoder()
2005,Maruti Alto K10 VXI,2018,300000,35000,Petrol,Manual,LabelEncoder()
2006,Maruti Alto LXi,2008,95000,70000,Petrol,Manual,LabelEncoder()
2007,Maruti S-Cross Zeta DDiS 200 SH,2018,850000,50000,Diesel,Manual,LabelEncoder()
2008,Ford Freestyle Titanium Diesel,2019,750000,25000,Diesel,Manual,LabelEncoder()
2009,Ford Figo Diesel Celebration Edition,2013,190000,120000,Diesel,Manual,LabelEncoder()
2010,Maruti Wagon R LXI Minor,2009,150000,70000,Petrol,Manual,LabelEncoder()
2011,Hyundai Accent GLE,2009,114999,106000,Petrol,Manual,LabelEncoder()
2012,Toyota Innova 2.0 VX 7 Seater,2010,320000,120000,Petrol,Manual,LabelEncoder()
2013,Maruti Alto 800 CNG LXI Optional,2019,300000,120000,CNG,Manual,LabelEncoder()
2014,Maruti Ritz LXi,2016,275000,160000,Petrol,Manual,LabelEncoder()
2015,Chevrolet Aveo 1.6 LT with ABS,2010,140000,120000,Petrol,Manual,LabelEncoder()
2016,Tata Altroz XZ,2020,830000,10000,Petrol,Manual,LabelEncoder()
2017,Volkswagen Polo SR Petrol 1.2L,2013,380000,50000,Petrol,Manual,LabelEncoder()
2018,Hyundai i10 Magna 1.2,2010,150000,90000,Petrol,Manual,LabelEncoder()
2019,Chevrolet Spark 1.0 LS,2008,50000,70000,Petrol,Manual,LabelEncoder()
2020,Mahindra Bolero SLX,2008,155000,100000,Diesel,Manual,LabelEncoder()
2022,Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Manual,LabelEncoder()
2023,Maruti Alto 800 LXI,2018,300000,16584,Petrol,Manual,LabelEncoder()
2024,Tata Tiago 2019-2020 XE Diesel,2016,385000,38000,Diesel,Manual,LabelEncoder()
2025,Maruti Wagon R LXI,2010,221000,51000,Petrol,Manual,LabelEncoder()
2026,Tata Tiago 1.05 Revotorq XE,2016,381000,38000,Diesel,Manual,LabelEncoder()
2027,Maruti Alto 800 LXI,2015,250999,35000,Petrol,Manual,LabelEncoder()
2028,Hyundai Santro LS zipPlus,2002,60000,120000,Petrol,Manual,LabelEncoder()
2029,Tata Tiago 1.05 Revotorq XE,2016,380000,38000,Diesel,Manual,LabelEncoder()
2030,Skoda Laura L n K 1.9 PD,2008,180000,144000,Diesel,Manual,LabelEncoder()
2031,Maruti Ciaz ZDi Plus,2017,751000,64000,Diesel,Manual,LabelEncoder()
2032,Mahindra XUV500 AT W10 FWD,2015,1250000,60000,Diesel,Automatic,LabelEncoder()
2033,Hyundai EON 1.0 Era Plus,2014,229999,65000,Petrol,Manual,LabelEncoder()
2034,Tata Safari Storme EX,2019,1250000,24000,Diesel,Manual,LabelEncoder()
2035,Mahindra Scorpio VLX 2WD BSIV,2014,782000,58000,Diesel,Manual,LabelEncoder()
2036,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,780000,58000,Diesel,Manual,LabelEncoder()
2037,Maruti Alto 800 LXI,2016,245000,68000,Petrol,Manual,LabelEncoder()
2038,Hyundai i20 1.4 CRDi Sportz,2011,321000,81257,Diesel,Manual,LabelEncoder()
2039,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,509999,44000,Diesel,Manual,LabelEncoder()
2040,Tata Nano CX SE,2015,110000,45000,Petrol,Manual,LabelEncoder()
2041,Volkswagen Polo Diesel Highline 1.2L,2013,400000,75000,Diesel,Manual,LabelEncoder()
2042,Maruti Swift VXI,2013,370000,90000,Petrol,Manual,LabelEncoder()
2043,Hyundai Verna CRDi ABS,2007,175000,80000,Diesel,Manual,LabelEncoder()
2044,Mercedes-Benz E-Class 230,1998,1000000,35000,Petrol,Automatic,LabelEncoder()
2045,Maruti Alto 800 LXI,2013,92800,25000,Petrol,Manual,LabelEncoder()
2046,Tata Xenon XT EX 4X2,2014,291000,90000,Diesel,Manual,LabelEncoder()
2048,Hyundai Verna 1.6 SX CRDi (O),2013,335000,110000,Diesel,Manual,LabelEncoder()
2049,Maruti Omni 8 Seater BSIV,2013,170000,35000,Petrol,Manual,LabelEncoder()
2050,Maruti Alto 800 LXI,2019,295000,10000,Petrol,Manual,LabelEncoder()
2051,Renault KWID RXL,2019,375000,10000,Petrol,Manual,LabelEncoder()
2052,Hyundai EON Era Plus,2012,215000,70000,Petrol,Manual,LabelEncoder()
2053,Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,110000,Diesel,Manual,LabelEncoder()
2054,Maruti Alto LXI,2003,60000,5000,Petrol,Manual,LabelEncoder()
2060,Tata New Safari Dicor EX 4X2 BS IV,2012,280000,110000,Diesel,Manual,LabelEncoder()
2061,Toyota Etios VD,2016,450000,50000,Diesel,Manual,LabelEncoder()
2062,Mahindra XUV500 W7,2018,1150000,58000,Diesel,Manual,LabelEncoder()
2063,Maruti Baleno Delta 1.3,2018,650000,15000,Diesel,Manual,LabelEncoder()
2064,Tata Zest Revotron 1.2T XE,2015,300000,60000,Petrol,Manual,LabelEncoder()
2065,Tata Nano Twist XT,2015,73000,57000,Petrol,Manual,LabelEncoder()
2066,Maruti Swift VDI BSIV,2015,400000,87000,Diesel,Manual,LabelEncoder()
2067,Renault KWID 1.0 RXT Optional,2017,300000,70000,Petrol,Manual,LabelEncoder()
2068,Maruti Wagon R AX,2012,300000,30000,Petrol,Automatic,LabelEncoder()
2069,Maruti Swift Dzire VDI,2012,450000,80000,Diesel,Manual,LabelEncoder()
2070,Hyundai Santro Xing GLS,2009,200000,100000,Petrol,Manual,LabelEncoder()
2071,Maruti Swift VXI,2019,580000,40000,Petrol,Manual,LabelEncoder()
2072,Hyundai Grand i10 1.2 Kappa Asta,2017,550000,3917,Petrol,Manual,LabelEncoder()
2073,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,190000,160000,Diesel,Manual,LabelEncoder()
2074,Tata Tiago 1.05 Revotorq XT Option,2017,450000,35000,Diesel,Manual,LabelEncoder()
2075,Chevrolet Spark 1.0 LS,2014,220000,70000,Petrol,Manual,LabelEncoder()
2076,Maruti SX4 ZXI MT BSIV,2012,310000,69069,Petrol,Manual,LabelEncoder()
2077,Hyundai Elite i20 Sportz Plus BSIV,2019,650000,13500,Petrol,Manual,LabelEncoder()
2078,Maruti Wagon R Stingray VXI,2014,300000,59059,Petrol,Manual,LabelEncoder()
2079,Hyundai Accent Executive,2013,200000,70000,Petrol,Manual,LabelEncoder()
2080,Honda Brio S MT,2012,285000,39039,Petrol,Manual,LabelEncoder()
2081,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Manual,LabelEncoder()
2082,Hyundai Verna Transform SX VTVT,2011,370000,55168,Petrol,Manual,LabelEncoder()
2083,Hyundai i20 1.2 Sportz,2013,375000,41041,Petrol,Manual,LabelEncoder()
2084,Hyundai i10 Magna,2009,235000,67067,Petrol,Manual,LabelEncoder()
2085,Hyundai i10 Sportz 1.2 AT,2013,345000,66066,Petrol,Automatic,LabelEncoder()
2086,Mahindra Quanto C8,2013,365000,82082,Diesel,Manual,LabelEncoder()
2087,Hyundai Grand i10 Sportz,2014,400000,48000,Petrol,Manual,LabelEncoder()
2088,Hyundai EON D Lite Plus,2015,250000,30000,Petrol,Manual,LabelEncoder()
2089,Hyundai Verna SX CRDi AT,2012,465000,70070,Diesel,Automatic,LabelEncoder()
2090,Renault KWID RXT,2017,300000,10000,Petrol,Manual,LabelEncoder()
2091,Maruti Swift Dzire ZXI 1.2 BS IV,2018,655000,25000,Petrol,Manual,LabelEncoder()
2092,Maruti Wagon R LXI CNG,2016,350000,30000,CNG,Manual,LabelEncoder()
2093,Hyundai i10 Sportz 1.2 AT,2015,500000,50000,Petrol,Automatic,LabelEncoder()
2094,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Automatic,LabelEncoder()
2095,Maruti Swift VDi BSIII W/ ABS,2008,263000,70000,Diesel,Manual,LabelEncoder()
2096,Maruti Omni MPI STD BSIV,2012,250000,90000,Petrol,Manual,LabelEncoder()
2097,Hyundai Accent GLE 1,1999,60000,90000,Petrol,Manual,LabelEncoder()
2098,Hyundai Getz GLX,2005,70000,90000,Petrol,Manual,LabelEncoder()
2103,Honda WR-V i-DTEC VX,2017,650000,140000,Diesel,Manual,LabelEncoder()
2104,Hyundai i20 Asta 1.4 CRDi,2014,370000,80000,Diesel,Manual,LabelEncoder()
2105,Maruti Swift VDI Optional,2016,509999,40000,Diesel,Manual,LabelEncoder()
2106,Maruti Zen Estilo VXI BSIV,2011,280000,33000,Petrol,Manual,LabelEncoder()
2107,Maruti A-Star Vxi,2010,180000,40000,Petrol,Manual,LabelEncoder()
2115,Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000,Petrol,Manual,LabelEncoder()
2116,Hyundai Verna SX Diesel,2010,200000,78000,Diesel,Manual,LabelEncoder()
2117,Hyundai Verna SX Diesel,2011,210000,72000,Diesel,Manual,LabelEncoder()
2118,Tata Nano Cx BSIV,2011,75000,9528,Petrol,Manual,LabelEncoder()
2119,Toyota Innova 2.5 G (Diesel) 8 Seater,2011,450000,135200,Diesel,Manual,LabelEncoder()
2120,Hyundai i20 1.2 Sportz,2011,220000,58000,Petrol,Manual,LabelEncoder()
2121,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,78000,Diesel,Manual,LabelEncoder()
2122,Tata Zest Revotron 1.2T XE,2018,450000,45000,Petrol,Manual,LabelEncoder()
2123,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,825000,35000,Diesel,Manual,LabelEncoder()
2124,Hyundai Accent GLS,2007,125000,76000,Petrol,Manual,LabelEncoder()
2125,Mahindra Xylo D2 BS IV,2015,434999,100000,Diesel,Manual,LabelEncoder()
2126,Mahindra Scorpio SLE BSIV,2011,484999,99000,Diesel,Manual,LabelEncoder()
2127,Maruti Ritz VDi,2009,175000,80000,Diesel,Manual,LabelEncoder()
2128,Honda Civic 1.8 S MT,2006,220000,120000,Petrol,Manual,LabelEncoder()
2129,Honda BR-V i-VTEC VX MT,2020,1250000,1100,Petrol,Manual,LabelEncoder()
2130,Maruti Omni E MPI STD BS IV,2017,215000,34000,Petrol,Manual,LabelEncoder()
2131,Mahindra XUV500 W6 2WD,2014,625000,68000,Diesel,Manual,LabelEncoder()
2132,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,615000,15000,Diesel,Manual,LabelEncoder()
2133,Chevrolet Beat Diesel PS,2012,130000,58000,Diesel,Manual,LabelEncoder()
2134,Tata Indigo CS eLX BS IV,2013,175000,50300,Diesel,Manual,LabelEncoder()
2135,Tata Indigo CR4,2011,150000,70000,Diesel,Manual,LabelEncoder()
2136,Tata Indica Vista TDI LS,2011,195000,60000,Diesel,Manual,LabelEncoder()
2137,Maruti Ertiga 1.5 VDI,2020,550000,90000,Diesel,Manual,LabelEncoder()
2138,Isuzu D-Max V-Cross Standard,2018,1500000,40000,Diesel,Manual,LabelEncoder()
2139,Skoda Superb 1.8 TFSI MT,2010,400000,80000,Petrol,Manual,LabelEncoder()
2140,Nissan Kicks XV Premium D BSIV,2019,1350000,15000,Diesel,Manual,LabelEncoder()
2141,Maruti Swift 1.2 DLX,2015,217000,45000,Petrol,Manual,LabelEncoder()
2142,Maruti Swift VDI BSIV,2011,290000,130000,Diesel,Manual,LabelEncoder()
2143,Mahindra Bolero Power Plus SLX,2018,700000,80000,Diesel,Manual,LabelEncoder()
2144,Maruti Alto 800 Base,2014,175000,40000,Petrol,Manual,LabelEncoder()
2145,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,575000,80000,Diesel,Manual,LabelEncoder()
2146,Maruti Ritz LDi,2016,380000,100000,Diesel,Manual,LabelEncoder()
2147,Mahindra Xylo D4 BSIV,2013,350000,151624,Diesel,Manual,LabelEncoder()
2148,Renault Duster 85PS Diesel RxL Optional,2012,450000,160000,Diesel,Manual,LabelEncoder()
2149,Hyundai Santro AT CNG,2005,130000,110000,CNG,Manual,LabelEncoder()
2150,Maruti Swift VDI BSIV,2015,320000,74820,Diesel,Manual,LabelEncoder()
2151,Mahindra XUV500 W6 2WD,2014,550000,82000,Diesel,Manual,LabelEncoder()
2152,Maruti Wagon R VXI BS IV,2015,370000,50000,Petrol,Manual,LabelEncoder()
2153,Chevrolet Beat LT,2010,114999,70000,Petrol,Manual,LabelEncoder()
2154,Ford Ecosport Sports Petrol,2020,1100000,1000,Petrol,Manual,LabelEncoder()
2155,Hyundai Tucson CRDi,2006,170000,170000,Diesel,Manual,LabelEncoder()
2156,Tata Indigo TDI,2008,80000,150000,Diesel,Manual,LabelEncoder()
2157,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,950000,17000,Diesel,Manual,LabelEncoder()
2158,Maruti Swift Dzire VDI,2014,425000,150000,Diesel,Manual,LabelEncoder()
2159,Hyundai i20 Asta Option 1.4 CRDi,2015,500000,80000,Diesel,Manual,LabelEncoder()
2160,Hyundai Santro Xing XG eRLX Euro III,2005,70000,170000,Petrol,Manual,LabelEncoder()
2161,Honda Amaze S i-Dtech,2013,349000,120000,Diesel,Manual,LabelEncoder()
2162,Hyundai i20 1.2 Sportz,2012,330000,90000,Petrol,Manual,LabelEncoder()
2163,Hyundai Santro Xing GLS,2010,120000,90000,Petrol,Manual,LabelEncoder()
2164,Hyundai Verna 1.6 SX CRDi (O),2013,430000,100000,Diesel,Manual,LabelEncoder()
2165,Maruti Swift VDI BSIV,2014,390000,90000,Diesel,Manual,LabelEncoder()
2166,Nissan Micra Diesel XV Primo,2012,225000,129000,Diesel,Manual,LabelEncoder()
2167,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,350000,186000,Diesel,Automatic,LabelEncoder()
2168,Tata Sumo LX,2009,100000,66778,Diesel,Manual,LabelEncoder()
2169,Hyundai EON Era Plus,2014,190000,50000,Petrol,Manual,LabelEncoder()
2170,Hyundai i20 Sportz 1.4 CRDi,2014,315000,110000,Diesel,Manual,LabelEncoder()
2171,Hyundai Grand i10 CRDi Magna,2015,300000,60000,Diesel,Manual,LabelEncoder()
2172,Renault KWID RXT,2016,280000,40000,Petrol,Manual,LabelEncoder()
2191,Tata Tiago 1.2 Revotron XZ,2018,539000,10000,Petrol,Manual,LabelEncoder()
2192,Maruti Celerio ZXI,2017,420000,50000,Petrol,Manual,LabelEncoder()
2193,Maruti Omni E 8 Str STD,2001,85000,70000,Petrol,Manual,LabelEncoder()
2194,OpelCorsa 1.6Gls,2004,142000,73000,Petrol,Manual,LabelEncoder()
2195,Hyundai EON D Lite,2014,180000,76000,Petrol,Manual,LabelEncoder()
2196,Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000,120000,Diesel,Manual,LabelEncoder()
2197,Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000,170000,Diesel,Automatic,LabelEncoder()
2198,Hyundai Santro Xing XG,2003,85000,110000,Petrol,Manual,LabelEncoder()
2199,Honda Brio 1.2 S MT,2016,350000,63400,Petrol,Manual,LabelEncoder()
2200,Datsun GO Plus T BSIV,2015,380000,25000,Petrol,Manual,LabelEncoder()
2201,Hyundai i10 Era,2009,140000,80000,Petrol,Manual,LabelEncoder()
2202,Maruti Wagon R VXI BS IV,2012,200000,90000,Petrol,Manual,LabelEncoder()
2203,Hyundai Santro Xing GL,2011,150000,157000,Petrol,Manual,LabelEncoder()
2206,Mahindra Bolero SLX 2WD,2007,300000,100000,Diesel,Manual,LabelEncoder()
2207,Renault KWID RXT,2017,280000,50000,Petrol,Manual,LabelEncoder()
2208,Maruti Alto K10 2010-2014 VXI,2011,200000,40000,Petrol,Manual,LabelEncoder()
2209,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000,38500,Petrol,Manual,LabelEncoder()
2210,Hyundai i10 Magna,2008,140000,103921,Petrol,Manual,LabelEncoder()
2212,Honda City i-VTEC VX,2018,1150000,14825,Petrol,Manual,LabelEncoder()
2213,Honda BR-V i-DTEC VX MT,2016,910000,43377,Diesel,Manual,LabelEncoder()
2214,Ford Figo Diesel Titanium,2010,160000,102307,Diesel,Manual,LabelEncoder()
2215,Maruti Zen LX,2004,105000,79000,Petrol,Manual,LabelEncoder()
2218,Maruti Wagon R LXI,2004,70000,90000,Petrol,Manual,LabelEncoder()
2219,Chevrolet Beat Diesel,2012,160000,110000,Diesel,Manual,LabelEncoder()
2221,Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Manual,LabelEncoder()
2223,Honda City 1.3 EXI,2002,145000,100000,Petrol,Manual,LabelEncoder()
2225,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Manual,LabelEncoder()
2227,Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Manual,LabelEncoder()
2230,Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Manual,LabelEncoder()
2231,Maruti Swift VXI,2019,550000,51000,Petrol,Manual,LabelEncoder()
2232,Maruti Alto LX BSIII,2008,85000,120000,Petrol,Manual,LabelEncoder()
2235,Toyota Etios 1.5 V,2016,509999,35000,Petrol,Manual,LabelEncoder()
2274,Maruti Baleno Alpha 1.3,2017,650000,70000,Diesel,Manual,LabelEncoder()
2275,Chevrolet Spark 1.0 LS,2011,140000,60000,Petrol,Manual,LabelEncoder()
2276,Maruti Alto LXi,2011,150000,70000,Petrol,Manual,LabelEncoder()
2277,Datsun GO Plus A Option Petrol,2018,450000,10000,Petrol,Manual,LabelEncoder()
2278,Hyundai Accent CRDi,2006,170000,245244,Diesel,Manual,LabelEncoder()
2279,Renault KWID 1.0 RXT Optional,2017,400000,60000,Petrol,Manual,LabelEncoder()
2280,Tata Tiago 1.2 Revotron XE,2016,300000,30000,Petrol,Manual,LabelEncoder()
2281,Maruti Alto 800 Base,2012,250000,8000,Petrol,Manual,LabelEncoder()
2282,Tata Tigor 1.2 Revotron XM,2019,500000,10000,Petrol,Manual,LabelEncoder()
2283,Hyundai Accent CRDi,2002,85000,100000,Diesel,Manual,LabelEncoder()
2284,Nissan Sunny Diesel XL,2012,300000,110000,Diesel,Manual,LabelEncoder()
2286,Mahindra XUV500 AT W8 FWD,2015,740000,45000,Diesel,Automatic,LabelEncoder()
2287,Hyundai Santro Xing XG,2005,70000,68500,Petrol,Manual,LabelEncoder()
2288,Hyundai Santro Sportz AMT,2019,484999,5007,Petrol,Automatic,LabelEncoder()
2289,Nissan Micra Active XV S,2013,164000,30000,Petrol,Manual,LabelEncoder()
2290,Honda City 1.5 V AT,2008,140000,70000,Petrol,Automatic,LabelEncoder()
2291,Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600,Diesel,Automatic,LabelEncoder()
2292,Maruti Alto LXI,2005,56000,23000,Petrol,Manual,LabelEncoder()
2293,BMW 7 Series 730Ld,2006,1050000,30000,Diesel,Automatic,LabelEncoder()
